TIME,AEP,APPL,COST,CVX,DG,HD,LLY,IBM,EMN,ESS,KO,MSFT,MCD,NVDA,NKE,SPG,RE,WMT,VZN,XOM
06/07/2017,72.62,155.37,182.2,103.77,74.07,154.96,79.39,150.98,80.76,263.58,45.51,72.39,151.94,149.12,53.23,155.27,252.43,79.15,46.5,80.91
06/08/2017,71.95,154.99,181.41,104,73.69,153.5,80.1,152.1,81.35,265.68,45.13,71.95,151.43,159.94,53.2,154.57,253.17,78.93,46.19,80.62
06/09/2017,71.86,148.98,180.38,106.4,75.22,152.96,81.04,154.1,82.56,266.23,45.32,70.32,151.48,149.6,53.46,155.6,255.57,79.42,46.72,82.13
06/12/2017,71.41,145.42,179.64,108.04,75.11,152.18,80.9,155.18,83.08,262.64,45.33,69.78,148.47,149.97,54.03,159.74,258.12,79.24,47.19,82.93
06/13/2017,71.65,146.59,180.51,108.13,75.71,153.99,81.25,154.25,83.84,262.31,45.03,70.65,149.82,151.4,54.31,158.81,255.26,79.52,46.46,82.96
06/14/2017,71.96,145.16,181.67,106.6,75.66,156.76,81.6,153.81,82.88,262.51,45.3,70.27,150.68,151.72,54.66,159.64,252.38,79.9,46.69,82.07
06/15/2017,72.14,144.29,180.06,106.33,72.32,156.77,82.05,154.22,82.31,263.77,45.25,69.9,151.17,152.37,52.9,160.73,252.09,78.91,46.64,82.26
06/16/2017,72.42,142.27,167.11,108.35,70.12,156.64,81.88,155.38,83.05,266.3,45.31,70,151.99,151.62,51.1,160.26,255.59,75.24,46.63,83.49
06/19/2017,72.06,146.34,164.34,107.46,71.7,158.81,82.34,154.84,86,268.39,45.38,70.87,153.14,157.32,52.02,158.97,257.32,75.5,46.57,82.76
06/20/2017,72.56,145.01,162.9,106.48,71.4,157.67,82.75,154.95,85.13,267.12,45.61,69.91,154.07,157.09,51.56,158.98,254.86,75.54,45.94,82.31
06/21/2017,72.4,145.87,163.15,104.49,71.73,156.59,82.64,153.79,83.23,266.49,45.22,70.27,153.73,159.47,52.59,158.78,256.58,76.24,45.41,81.44
06/22/2017,71.79,145.63,159.79,104.45,71.08,155.48,84.31,154.4,82.85,263.93,45.07,70.26,154.8,158.37,52.4,159.13,256.74,75.52,45.42,81.08
06/23/2017,71.55,146.28,157.13,105,69.75,151.31,83.89,154.11,82.97,265.79,45.25,71.21,154.64,153.83,52.85,158.9,253.98,74.84,45.39,81.61
06/26/2017,71.87,145.82,160.2,104.14,70.41,151.42,84.28,155.23,83.73,265.5,45.43,70.53,153.96,152.15,53.28,160.45,254.15,75.5,45.75,81.24
06/27/2017,70.72,143.73,159.26,104.07,70.79,152.24,83.04,154.75,83.52,260.52,45.05,69.21,153.72,146.58,52.95,162.37,253.41,76.01,44.84,81.11
06/28/2017,70.15,145.83,160.17,104.28,71.48,153.23,83.1,155.32,84.26,260.24,45.32,69.8,154.3,151.75,53.36,163.8,255.07,76.51,44.84,81.53
06/29/2017,69.6,143.68,158.68,104.12,70.84,152.16,82.7,154.13,83.4,260.18,44.83,68.49,153.13,146.68,53.17,162.58,255.16,75.93,44.41,80.7
06/30/2017,69.47,144.02,159.93,104.33,72.09,153.4,82.3,153.83,83.99,257.27,44.85,68.93,153.16,144.56,59,161.76,254.59,75.68,44.66,80.73
07/03/2017,69,143.5,158.82,106.3,71.93,154.01,82.7,155.58,84.5,261.24,44.76,68.17,152.5,139.33,58.65,165.18,263.95,75.36,45,82.1
07/05/2017,68.82,144.09,158.02,104.62,71.24,152.69,82.7,153.67,83.56,259.72,44.82,69.08,153.07,143.05,57.56,158.23,262.75,75.32,44.65,80.85
07/06/2017,69.02,142.73,157.09,103.82,70.03,152.05,81.6,152.36,83.6,254.03,44.4,68.57,153.09,143.48,57.16,155.78,261.32,75.47,43.52,80.12
07/07/2017,69.15,144.18,154.11,103.49,70.23,152.23,82.29,152.94,83.9,255.74,44.39,69.46,156.27,146.76,57.98,156.64,263.21,75.33,43.48,80.22
07/10/2017,68.89,145.06,151,103.04,69.49,151.18,82.28,153.42,84.64,253.09,44.38,69.98,155.52,153.7,58.73,155.44,265.58,73.23,43.2,80.16
07/11/2017,68.84,145.53,151.11,103.12,69.04,150.6,82.35,153.19,85,251.73,44.33,69.99,154.91,155.88,58.18,153.94,262.24,73.47,42.89,80.6
07/12/2017,68.99,145.74,151.75,103.89,69.69,152.59,83.5,153.7,85.8,254,44.51,71.15,156.58,162.51,58.22,155.52,262.72,73.94,43.22,80.96
07/13/2017,68.28,147.77,153.6,104.13,70.58,153.29,84.02,153.63,85.15,252.26,44.43,71.77,155.04,160.63,57.94,158.05,263.83,75.05,43.49,80.97
07/14/2017,68.17,149.04,153,104.44,71.14,152.88,84.35,154.24,85.4,253.52,44.68,72.78,155.28,164.95,58,160.73,263.75,76.34,43.56,81.28
07/17/2017,68.55,149.56,152.84,104.21,71.87,153.89,83.64,153.01,85.24,257.8,44.73,73.35,155.26,164.25,57.79,162.13,264.86,76.37,43.66,80.86
07/18/2017,68.36,150.08,151.5,103.72,70.8,152.17,83.7,154,85.08,258.81,44.67,73.3,153.96,165.96,57.65,159.83,267.33,76.2,43.36,80.6
07/19/2017,68.65,151.02,151.24,104.46,71.39,153.3,84.23,147.53,86.15,263.49,44.83,73.86,153.89,165.1,57.77,160.27,269.04,75.87,43.45,80.85
07/20/2017,68.7,150.34,150.99,104.63,71.35,147.03,84.75,147.66,85.68,264.17,44.82,74.22,154.21,167.5,59.1,161.01,269.11,76.02,44.22,80.86
07/21/2017,69.98,150.27,150.44,103.25,72.2,146.65,84.66,147.08,85.65,264.85,45.03,73.79,153.92,168.1,59.95,160.58,270.12,76.15,44.23,80.12
07/24/2017,69.19,152.09,151,103.2,71.98,144.58,84.74,145.99,85.8,262.76,44.84,73.6,151.85,166.15,58.95,160.04,271.12,76.89,43.71,79.87
07/25/2017,68.84,152.74,153.17,104.39,73.57,146.97,82.19,146.19,86.12,261.45,45.24,74.19,159.07,165.35,59.39,161.57,266.73,78.52,43.98,80.27
07/26/2017,69.45,153.46,152.09,105.12,74.6,146.69,81.84,145.36,85.05,267.14,45.74,74.05,156.51,167.26,58.36,163.77,260.02,78.9,44.4,80.37
07/27/2017,70.67,150.56,152.52,106.11,75.12,147.73,83.02,145.07,85.02,264.04,46.12,73.16,156.95,161.74,58.15,166.33,259.53,79.78,47.81,80.83
07/28/2017,70.43,149.5,152.89,108.12,74.75,148.08,83.1,144.29,83.03,264.66,46.01,73.04,155.85,164.39,58.67,160.52,259.86,79.81,47.94,79.6
07/31/2017,70.54,148.73,158.51,109.19,75.16,149.6,82.66,144.67,83.16,261.7,45.84,72.7,155.14,162.51,59.05,158.5,262.39,79.99,48.4,80.04
08/01/2017,70.88,158.59,156.95,109.78,74.86,150.5,82.31,145.16,84.07,263.2,45.59,72.58,154.04,164.49,59.84,164.53,263.99,80.5,48.89,80.17
08/02/2017,70.93,157.14,161.28,110.46,74.71,150.5,81.82,144.45,83.88,263.46,45.59,72.26,156.59,164.39,59.79,161.37,265.34,80.53,48.21,80.6
08/03/2017,71.2,155.57,157.91,109.43,74.49,150.79,81.93,144.94,83.92,263.27,45.67,72.15,154.72,166.48,60.14,161.95,266.06,80.87,48.61,80.49
08/04/2017,70.88,156.39,156.44,110.11,74.86,152.75,82.31,145.16,84.07,262,45.5,72.68,153.82,167.21,59.76,164.53,265.67,80.48,48.91,80.21
08/07/2017,71.39,158.81,156.95,109.78,76.41,153.35,82.07,143.47,84.45,261.51,45.64,72.4,154.97,172.35,59.79,166.37,265.59,81.28,48.86,80.16
08/08/2017,71.35,160.08,157.75,110.35,76.69,153.35,81.97,142.11,84.12,262.69,45.6,72.79,154.92,170.3,59.46,164.09,266.19,81.59,48.6,79.96
08/09/2017,70.96,161.06,156.86,110.89,77.15,155.26,82.57,141.77,84.26,264.66,45.59,72.47,154.92,172.11,59.9,163.41,268.72,81.61,48.22,80.21
08/10/2017,71.36,155.32,156.64,110.11,75.58,153.88,82.05,141.84,83.25,262.53,45.74,71.41,156.62,164.74,59.07,161.15,269.3,80.66,48.02,78.97
08/11/2017,70.56,157.48,156.65,109.23,75.49,154.88,81.15,141.84,83.21,259.14,45.59,72.5,157.3,155.96,58.97,157.89,265.07,80.4,48.06,78.21
08/14/2017,71.05,159.85,157.91,108.71,76.57,154.26,81.49,142.32,84.26,263.46,45.8,73.59,157.26,168.4,59.78,160.34,268.94,80.7,48.78,78.23
08/15/2017,71.52,161.6,156.88,108.57,73.64,150.17,81.71,142.07,84.84,265.08,46.19,73.22,157.62,166.98,58.56,157.49,267.41,80.77,48.48,78.04
08/16/2017,72.02,160.95,159.76,106.84,74.5,152.25,80.69,142.5,85.27,262.7,46.2,73.65,158.9,165.15,58.54,157.95,266.91,80.98,48.41,77.47
08/17/2017,72,157.86,158.57,105.92,74.27,149.67,77.8,140.7,82.77,262.61,45.86,72.4,157.89,161.47,57.46,157.2,262.5,79.7,47.89,76.26
08/18/2017,72.16,157.5,157.08,106.48,73.82,147.49,77.07,139.7,82.9,260.76,45.67,72.49,157.76,161.5,54.95,153.58,263.02,79.31,47.69,76.64
08/21/2017,72.67,157.21,157.07,105.78,74.71,149.2,77.38,140.33,84.57,264.2,45.68,72.15,158.36,159.15,53.61,154.58,262.47,79.71,48.14,76.38
08/22/2017,72.81,159.78,158.7,106.36,76.46,149.91,78.26,141.01,84.14,265.23,45.6,73.16,159.64,162.55,54.13,153.23,263.68,80.02,48.35,76.74
08/23/2017,73.31,159.98,159.37,106.61,76.33,149.1,78.15,142.14,84.38,267.16,45.54,72.72,158.81,165.8,53.61,157.57,262.79,79.96,48.28,76.61
08/24/2017,73.39,159.27,151.33,107.44,75.69,148.25,78.86,142.94,84.82,266.41,45.41,72.69,158.41,165.19,53.84,156.66,257.61,78.34,48.31,76.33
08/25/2017,73.57,159.86,152.45,108.23,77.67,149.65,78.79,143.74,84.87,265.65,45.57,72.82,158.82,163.81,53.9,159.04,260.24,78.63,48.68,76.72
08/28/2017,74.1,161.47,152.55,107.76,77.37,151.39,78.84,142.51,85.43,266.07,45.42,72.83,159.67,164.97,53.73,156.83,252.89,78.03,48.61,76.47
08/29/2017,73.94,162.91,153.56,107.86,76.89,149.84,78.55,143.14,84.57,264.64,45.45,73.05,159.38,164.7,52.73,156.25,252.49,78.77,48.51,76.45
08/30/2017,73.75,163.35,154.44,107.73,76.73,150,80.49,142.56,85.75,266.35,45.39,74.01,159.53,165.68,52.56,157.02,251.75,78.54,48.12,76.1
08/31/2017,73.63,164,156.74,107.62,72.56,149.87,81.29,143.03,86.2,265.97,45.55,74.77,159.97,169.44,52.81,156.85,252.48,78.07,47.97,76.33
09/01/2017,73.54,164.05,158.24,108.76,72.54,150.78,80.08,144.08,87.31,265.77,45.78,73.94,159.81,170.46,53.36,158.19,248.38,78.37,47.92,76.57
09/05/2017,74.09,162.08,159.14,109.44,74.36,152.93,79.82,143.04,85.27,266.09,45.92,73.61,159.1,165.91,53.01,156.88,231.19,79.8,47.36,77.18
09/06/2017,73.3,161.91,158.86,111.79,75.29,156.56,80.51,143.82,85.07,262.77,45.96,73.4,158.22,165.81,52.76,158.73,227.38,80.08,46.91,78.78
09/07/2017,73.83,161.26,159.28,111.8,76.39,157.93,81.54,142.9,84.83,266.05,46.28,74.34,159.9,166.58,52.39,160.8,211.94,80.12,46.2,79.03
09/08/2017,74.19,158.63,157.31,110.78,75.56,159.66,82.92,142.45,84.83,266.58,46.3,73.98,159.71,163.69,52.2,159.56,222.48,78.88,46.11,78.82
09/11/2017,74.55,161.5,157.36,112.52,75.97,158.37,82.63,144.86,85.59,269.39,46.52,74.76,161.53,169,53.03,160.32,231.96,79.08,46.3,79.25
09/12/2017,73.11,160.86,160.04,112.49,76.96,159.91,82.17,145.76,86.2,264.59,46.72,74.68,156.33,169.61,53.4,157.55,233.25,79.61,46.79,79.5
09/13/2017,72.59,159.65,162.99,114.18,77.84,160.02,82.43,145.99,85.6,261.18,46.87,75.21,157,170.37,53.52,160.43,233.32,79.86,47.25,79.77
09/14/2017,72.9,158.28,162.37,114.45,77.23,159.38,83.07,145.54,85.05,262.16,46.11,74.77,157,169.4,53.73,163.75,229.29,79.68,47.18,80.09
09/15/2017,73.03,159.88,162.3,114.63,77.6,158.4,82.44,144.82,84.96,261.99,46.18,75.31,156.92,180.11,53.87,164.77,231.66,80.38,47.86,80.07
09/18/2017,72.27,158.67,160.91,115.19,77.28,157.81,82.52,144.55,85.41,260.17,46.11,75.16,156.68,187.55,53.5,161.52,226.67,80,48.09,80.09
09/19/2017,71.98,158.73,161.56,116.34,76.99,157.66,81.73,144.39,86.67,257.41,45.98,75.44,157.43,187.35,53.33,159.73,225.88,80.05,49.34,80.22
09/20/2017,71.68,156.07,162.85,116.37,77.55,158.68,82.02,145.88,86.05,256.13,45.78,74.94,159.88,185.84,53.56,159.9,224.82,80.5,49.48,80.55
09/21/2017,71.45,153.39,161.48,116.47,76.77,159.19,83.33,145.26,85.8,255.27,45.4,74.21,159.03,180.76,53.19,159.58,227.3,80.01,48.94,79.89
09/22/2017,70.57,151.89,161.29,117.29,77.66,159.97,83.91,145.13,86.48,255,45.49,74.41,158.91,179,53.24,158.81,226.26,79.53,49.9,79.92
09/25/2017,71.04,150.55,162.33,117.99,79.34,161.1,84.64,145.87,87.66,255.57,45.69,73.26,156.26,171,53.23,160.48,223.94,79.15,49.9,80.98
09/26/2017,71.19,153.14,164.07,117.52,79.33,161.26,84.22,146.56,86.84,254.91,45.57,73.26,153.35,171.96,53.7,163.51,220.27,79.39,49.51,80.89
09/27/2017,70.31,154.23,164.42,117.45,79.93,160.92,84.65,145.66,87.35,251.42,44.64,73.85,154.05,175.73,52.67,160.11,221.08,79.29,49.51,81.43
09/28/2017,70.5,153.28,163.9,117.62,80.02,162.36,85,145.66,89.96,253.05,44.91,73.87,157.49,175.68,52.63,161.59,222.88,78.95,49.41,82.19
09/29/2017,70.24,154.12,164.29,117.5,81.05,163.56,85.54,145.08,90.49,254.03,45.01,74.49,156.68,178.77,51.85,161.01,228.39,78.14,49.49,81.98
10/02/2017,70.43,153.81,165.89,117.43,81.9,164.02,86.35,146.66,90.98,252.38,44.8,74.61,156.96,179,51.87,159.69,229.28,78.45,49.36,81.63
10/03/2017,70.29,154.48,165.08,117.82,81.4,165.17,86.45,146.78,91.27,253.69,45.19,74.26,156.86,179.37,51.47,159.04,229.32,79.22,49.85,81.76
10/04/2017,71.52,153.48,165.21,117.58,81.29,165.29,86.96,146.48,89.7,257.57,45.5,74.69,157.21,180.87,52.08,159.84,227.7,79.09,49.9,81.79
10/05/2017,71.49,155.39,167.07,118.58,81.48,166.12,87.65,146.72,90.83,257.07,45.52,75.97,158.8,180.77,52.18,161.26,226.75,79.41,49.77,82.02
10/06/2017,71.53,155.3,157.09,117.03,80.33,165.85,87.08,146.48,91,257.01,45.49,76,159.6,181.3,52.42,160.24,225.01,79,48.81,81.71
10/09/2017,71.74,155.84,154.61,117.71,79.18,165.71,87.05,147.39,89.65,257.6,45.41,76.29,160.12,185.39,51.52,160.76,226.02,80.53,49.05,82.03
10/10/2017,72.39,155.9,156.87,118.8,80.94,165.16,86.16,148.5,88.78,258.72,45.87,76.29,160.58,188.93,51.53,162.91,224.77,84.13,49.14,82.26
10/11/2017,72.76,156.55,157.87,119.33,82.54,165.25,86.06,147.62,88.15,258.3,46.1,76.42,163.15,190.94,51.03,165.08,222.51,85.73,48.86,82.6
10/12/2017,73.34,156,157.22,119.14,82.18,164.59,86.43,147.03,88.36,261.1,46.11,77.12,163.91,191.03,50.83,164.54,226.81,86.1,48.35,82.43
10/13/2017,73.16,156.99,159.85,119.16,82.57,164.47,86.55,147.1,88.65,261.82,46.18,77.49,165.37,194.59,50.98,166.31,240.51,86.62,47.86,82.41
10/16/2017,73.12,159.88,158.81,120.13,82.12,164.22,85.95,146.83,87.87,261.02,46.62,77.65,165.01,197.93,51.37,165.33,238.12,85.74,48.09,82.81
10/17/2017,73.2,160.47,158.38,120.22,82.1,163.35,86.06,146.54,87.3,261.38,46.52,77.59,165.4,197.75,52,167.1,236.4,85.98,48.4,82.96
10/18/2017,73.01,159.76,157.55,118.15,82.8,163.45,85.73,159.53,88.06,261.21,46.4,77.61,165.77,197.58,52.3,164.49,235,86.22,48.65,82.76
10/19/2017,73.83,155.98,158.46,118.2,82.91,163.24,86.36,160.9,88.79,259.94,46.59,77.91,166.5,197.8,52.69,165.52,237.25,86.4,49.21,82.74
10/20/2017,73.98,156.25,160.77,118.64,83.61,163.43,87.23,162.07,88.82,259.34,46.38,78.81,166.3,196.9,53.06,164.72,236.67,87.44,49.53,83.11
10/23/2017,73.92,156.17,162.04,118.93,83.92,164.74,87.18,159.55,88.67,259.64,46.32,78.83,163.34,196.62,53.66,165.44,235.85,88.65,48.99,83.24
10/24/2017,73.97,157.1,162.29,119.23,84.1,166.03,85.17,155.88,90.47,257.54,46.18,78.86,163.88,198.68,53.42,163.87,234.28,87.98,48.94,83.47
10/25/2017,73.6,156.41,162.18,118.51,83.985,166.09,84.87,153.495,90.65,257.53,46.05,78.63,163.55,193.66,54.9245,163.67,233.09,88.49,48.66,83.195
10/26/2017,73.76,157.41,162.46,118.44,84.37,167.65,84.16,153.6,91.04,259.65,46.23,78.76,164.01,195.69,56.81,163.76,234.95,88.62,48.89,83.47
10/27/2017,74.02,163.05,162.38,113.54,83.26,167.34,83.86,153.68,93,262.4,46.07,83.81,165.39,201.86,55.96,156.66,236.95,88.17,48.87,83.71
10/30/2017,74.17,166.72,160.23,114.39,81.23,165.31,82.65,154.36,91.82,260.8,45.86,83.89,166.23,203.84,55.27,157.74,239.12,86.95,47.83,83.54
10/31/2017,74.41,169.04,161.08,115.89,80.84,165.78,81.94,154.06,90.81,262.43,45.98,83.18,166.91,206.81,54.99,155.33,237.45,87.31,47.87,83.35
11/01/2017,74.01,166.89,162.69,115.9,81.23,165.38,82.89,154.03,90.98,262.53,45.8,83.18,166.37,207.2,55.07,157.09,234.79,87.94,47.83,83.87
11/02/2017,73.72,168.11,164.95,115.33,82.51,162.71,83.13,153.35,91.13,253.84,45.88,84.05,168.1,205.94,55.12,159.36,227.44,88.8,47.46,83.53
11/03/2017,74.08,172.5,166.44,114.99,81.87,164.39,83.51,151.58,91.32,253.98,45.97,84.14,168.65,208.69,55.71,155,227.84,89.68,47.42,83.18
11/06/2017,73.73,174.25,165.05,117.04,80.68,164.22,82.94,150.84,90.36,253.81,45.47,84.47,170.07,209.63,56.04,154.99,228.46,88.7,45.53,83.75
11/07/2017,75.19,174.81,166.28,117.24,80.66,163.66,83.28,151.35,90.61,255,45.94,84.27,170.77,212.03,55.15,159.05,227.03,88.95,45.57,83.58
11/08/2017,75.52,176.24,169.05,116.67,80.7,164.05,84.01,151.57,90.59,258.79,46.18,84.56,170.1,209.16,55.76,157.03,228.36,90.26,45.46,83.47
11/09/2017,75.49,175.88,169.11,117.24,81.91,163.27,83.99,150.3,89.98,256.95,46.23,84.09,167,205.32,56.13,161.26,230.79,90.3,45.07,83.97
11/10/2017,74.78,174.67,171.36,117.18,84.15,164.11,83.29,149.16,90.75,256.38,46.54,83.87,165.59,216.14,56.09,163.75,231.14,90.92,44.88,82.94
11/13/2017,76.13,173.97,171.46,117.23,83.55,165.35,82.86,148.4,91.43,258.63,46.72,83.93,167.37,212.63,55.91,160.31,228.55,90.99,44.75,82.89
11/14/2017,77.39,171.34,171.44,116.92,83.25,168.06,82.49,148.89,90.24,256.82,47.43,84.05,168.11,214.18,55.98,160.51,226.13,91.09,44.22,82.24
11/15/2017,76.59,169.08,169,116.45,82.3,165.47,82.19,147.1,89.55,252.15,46.81,82.98,167.32,209.98,56.63,159.38,229.27,89.83,44.11,81.21
11/16/2017,76.76,171.1,170.98,114.57,84.91,167.5,83.44,149.12,90.15,253.94,46.55,83.2,168.09,211.61,57.23,159.87,225.47,99.62,44.77,80.56
11/17/2017,76.38,170.15,170.98,114.71,85.5,167.74,82.89,148.97,89.74,250.85,45.71,82.4,166.72,211.36,59.19,161.95,226.32,97.47,45.42,80.24
11/20/2017,76.44,169.98,172.28,114.72,86.94,170.45,83.18,150.51,90.05,250.21,45.46,82.53,166.93,214.08,59.25,159.01,223.84,97.48,46.2,80.55
11/21/2017,76.77,173.14,173.42,115.17,86.65,172.86,83.51,151.95,91.01,252.11,45.78,83.72,168.3,216.05,59.39,159.15,222.25,96.52,46.18,80.87
11/22/2017,76.59,174.96,172.48,115.91,87.23,172.06,83.68,151.77,90.9,249.97,45.84,83.11,169.05,214.93,59.07,158.33,219.24,96.41,47.1,81.1
11/24/2017,76.47,174.97,171.62,116.51,86.28,172.33,84.03,151.84,91.14,250.37,45.88,83.26,169.11,216.96,59.32,158,217.67,96.62,47.01,81.42
11/27/2017,76.74,174.09,172.61,115.59,86.35,174.16,84.81,151.98,90.89,247.61,45.9,83.87,168.96,214.14,59.63,156.39,223.07,96.62,47.66,81.11
11/28/2017,77.02,173.07,173.65,116.45,87.73,176.57,85.05,152.47,91.69,246.77,45.83,84.88,171.34,210.71,59.58,156.12,225.01,96.77,48.82,81.67
11/29/2017,77.14,169.48,177.53,117.18,88.68,177.25,84.96,153.55,91.41,247.68,45.5,83.34,170.43,196.42,60.36,158.73,222.74,97.56,49.9,82.27
11/30/2017,77.63,171.85,184.43,118.99,88.08,179.82,84.64,153.97,92.37,246.99,45.77,84.17,171.97,200.71,60.42,161.75,219.6,97.23,50.89,83.29
12/01/2017,77.24,171.05,185.13,119.51,87.98,180.42,85.32,154.76,91.98,247.04,45.97,84.26,172.87,197.68,59.88,162.35,218.06,97.35,51.25,83.46
12/04/2017,77.39,169.8,189.56,120.84,90.77,184.9,85.58,156.46,91.4,246.28,46.23,81.08,170.65,186.66,60.1,163.67,213.56,97.01,51.72,83.57
12/05/2017,76.27,169.64,187.82,120.39,90.37,182.85,86.06,155.35,91.2,242.99,46.26,81.59,172.99,187.74,60.42,162.75,212.15,97.83,50.92,82.89
12/06/2017,76.73,169.01,187.22,119.61,90.85,180.8,85.32,154.1,90.61,241.96,46.45,82.78,173.48,189.26,59.72,162.76,211.06,97.28,50.68,82.28
12/07/2017,76.61,169.32,186.2,119.63,93.37,182,85.87,153.57,91.5,240.61,45.78,82.49,172.91,191.99,60.6,162.07,210.36,96.78,50.42,82.55
12/08/2017,76.93,169.37,188.07,119.92,93.38,183.41,86.45,154.81,92.18,244.31,45.31,84.16,173.15,191.49,61.3,162.25,212.28,96.55,51.09,82.66
12/11/2017,77.08,172.67,188.86,120.42,93.35,182.25,86.67,155.41,92.8,249.16,45.33,85.23,173.25,194.66,61.91,162.26,217.47,96.93,51.84,83.03
12/12/2017,76.02,171.7,188.3,119.68,91.23,181.8,86.71,156.74,93.02,249.15,45.29,85.58,172.23,190.84,62.17,166.35,219.82,96.7,53.19,82.76
12/13/2017,76.51,172.27,188.28,119.93,91.64,183.03,87.89,153.91,93.08,247.98,45.9,85.35,173.55,186.18,64.3,165.83,216.92,97.76,52.89,83.12
12/14/2017,76.29,172.22,186.53,119.53,90.79,182.13,86.5,154,91.01,249,46.03,84.69,173.14,186.47,64.53,165.63,217.7,97.13,52.34,82.9
12/15/2017,76.54,173.97,192.73,119.73,90.93,182.58,86.54,152.5,90.23,249.79,46.19,86.85,174.06,191.56,64.79,167.81,222.11,97.11,52.67,83.03
12/18/2017,75.5,176.42,192.31,119.7,92.55,184.73,86.08,153.33,91.74,249.87,45.93,86.38,174.2,197.9,64.81,169.82,219.22,97.9,53.25,82.94
12/19/2017,74.51,174.54,188.33,119.84,92.1,185.98,86.71,153.23,92.33,242.82,46.13,85.83,173.39,196.11,64.24,168.42,218.88,98.8,52.83,82.44
12/20/2017,74.5,174.35,187.51,120.89,91.73,187.31,85.74,152.95,93.03,240.3,46.08,85.52,172.17,196.8,63.59,163.98,216.51,98.75,52.77,82.87
12/21/2017,73.74,175.01,186.8,124.82,91.64,188.08,85.61,151.5,92.91,237.57,45.6,85.5,171.85,195.89,64.77,164.7,218.44,98.06,53.01,83.85
12/22/2017,73.65,175.01,186.63,124.98,92.91,188.13,85.07,152.5,92.65,239.39,45.59,85.51,171.42,195.27,63.29,167.07,218.95,98.21,53.19,83.97
12/26/2017,72.99,170.57,186.55,125.98,92.48,190.36,84.99,152.83,92.98,240.56,45.81,85.4,171.29,197.44,63.65,169.36,219.73,99.16,53.22,83.98
12/27/2017,73.24,170.6,186.3,125.55,92.62,190.19,85.14,153.13,92.53,241.23,45.93,85.71,172.67,197.17,62.95,170.77,219.98,99.26,53.28,83.9
12/28/2017,73.65,171.08,186.62,125.58,92.58,189.78,85.05,154.04,93.42,240.91,45.72,85.72,173.1,197.4,62.95,171.15,222.57,99.4,53.43,84.02
12/29/2017,73.57,169.23,186.12,125.19,93.01,189.53,84.46,153.42,92.64,241.37,45.88,85.54,172.12,193.5,62.55,171.74,221.26,98.75,52.93,83.64
01/02/2018,72.41,172.26,188.32,127.58,94.06,188.03,84.68,154.25,94.27,240.08,45.54,85.95,173.22,199.35,63.49,172.42,216.47,98.59,53.53,85.03
01/03/2018,71.8,172.23,190.58,128.51,93.99,189.01,85.14,158.49,95.35,242.54,45.44,86.35,172.49,212.47,63.48,171.62,219.77,99.45,52.43,86.7
01/04/2018,70.95,173.03,189.1,128.11,95.09,190.51,85.52,161.7,96.51,238.72,46.08,87.11,173.7,213.59,63.44,166.6,221.77,99.54,52.6,86.82
01/05/2018,70.8,175,187.75,127.9,95.72,192.5,86.57,162.49,97.11,239.37,46.07,88.19,174.05,215.4,63.98,168.15,222.35,100.13,52.48,86.75
01/08/2018,71.42,174.35,188.48,128.53,94.15,192.04,86.13,163.47,97.48,238.16,46,88.28,173.93,222,64.55,169.25,218.75,101.61,52.39,87.14
01/09/2018,70.58,174.33,186.29,127.84,94.25,193.1,86.06,163.83,97.27,236.27,46.23,88.22,173.54,221.94,64.09,165.53,216.95,100.39,51.61,86.77
01/10/2018,69.5,174.29,185.42,128.66,94.78,191.8,86.1,164.18,97.25,232.22,46.07,87.82,173.51,223.68,64.22,164.98,219.97,99.67,51.69,86.08
01/11/2018,68.73,175.28,189.38,132.57,98.19,194.68,86.39,164.2,97.5,232.44,46.04,88.08,173.39,224.08,64.29,164.83,222.81,100.02,52.11,86.93
01/12/2018,67.46,177.09,191.84,133.6,99.1,196.42,86.98,163.14,97.43,227.1,46.15,89.6,173.57,222.98,64.67,165.51,224.2,100.87,51.86,87.52
01/16/2018,67.5,176.19,191.53,132.01,98.44,196.31,85.29,163.85,96.81,227.6,46.53,88.35,173.68,220.11,63.42,165.04,222.75,100.69,51.66,86.97
01/17/2018,68.25,179.1,192.29,132.36,100.5,199.82,86.21,168.65,96.86,227.36,46.82,90.14,174.98,224.72,63.81,167.4,226,102.7,51.72,88
01/18/2018,67.8,179.26,191.51,131.59,101.03,198.33,85.82,169.12,96.83,224.6,46.88,90.1,174.57,224.44,64.11,164.25,223.24,104.3,51.55,87.43
01/19/2018,67.76,178.46,192.29,131.3,101.98,201.33,85.49,162.37,98.13,223.63,47.16,90,176.12,230.11,67.21,164.24,224.6,104.59,51.91,87.15
01/22/2018,68.13,177,194.38,132.56,102.27,204.46,85.44,162.6,97.77,226.6,47.38,91.61,176.21,233.69,66.39,166.1,230.5,105.45,53.46,88.25
01/23/2018,68.77,177.04,193.42,131.02,103.17,204.9,84.42,166.25,97.96,231.83,47.45,91.9,176.81,238.91,67.14,166.33,231.64,105.9,53.23,88.3
01/24/2018,68.48,174.22,194.24,131.39,102.69,206.22,84.3,165.37,98.64,231.55,47.83,91.82,176.12,235.8,68,166.1,231.96,105.79,54.22,88.53
01/25/2018,69.7,171.11,197.95,130.65,103.75,205.37,85.01,165.47,100.28,231.26,47.84,92.33,175.66,236.35,67.71,164.2,230.93,106.6,54.29,88.37
