TIME,AEP,APPL,COST,CVX,DG,HD,LLY,IBM,EMN,ESS,KO,MSFT,MCD,NVDA,NKE,SPG,RE,WMT,VZN,XOM
09/26/2013,43.64,69.4599,116.4,123.49,56.75,76.07,51.04,190.22,78.22,149.84,38.74,32.77,98.19,15.67,35.17,151.27,145.51,74.62,47.67,87.07
09/27/2013,43.44,68.9642,115.72,122.64,56.59,75.96,50.5,186.92,77.7,149.59,38.4,33.27,97.12,15.58,36.82,150.1,145.45,74.36,47,86.9
09/30/2013,43.35,68.1071,115.17,121.5,56.46,75.85,50.33,185.18,77.9,147.7,37.88,33.28,96.21,15.56,36.32,148.23,145.41,73.96,46.675,86.04
10/01/2013,43.72,69.7085,115,121.32,57.78,76.26,50.67,186.38,79.43,150.12,37.95,33.58,96.13,15.55,36.21,149.54,145.91,73.59,46.99,86
10/02/2013,43.88,69.9371,114.82,120.83,57.9,76.32,50.54,184.96,78.83,151.47,37.43,33.92,95.28,15.54,35.945,151.59,148.9,73.72,46.79,86.08
10/03/2013,43.33,69.0585,114.42,118.25,57.75,75.88,48.8,183.86,78.04,148.31,37.16,33.86,94.67,15.38,35.82,148.78,147.07,73.16,47.01,85.5
10/04/2013,43.34,69.0042,114.44,118.13,58.77,75.78,48.38,184.1,80.01,149.11,37.2,33.88,94.7,15.59,36.07,149.17,147.65,72.8,47.1,86.32
10/07/2013,43.14,69.6785,113.41,117.87,57.14,75.13,47.65,182.01,77.75,150.26,37.05,33.3,94.36,15.59,35.67,151.06,147.35,71.87,47.29,85.9
10/08/2013,43.49,68.7056,112.21,116.73,56.35,74.27,48.05,178.72,75.97,149.83,37.28,33.01,93.94,15.46,35.14,149.04,145.87,72.9,46.05,85.51
10/09/2013,43.68,69.5125,114.59,116.13,56.7,74.14,47.96,181.32,76.4,149.18,37.08,33.07,93.27,15.22,35.445,149.26,144.81,73,46.2,85.16
10/10/2013,44.14,69.9482,115.7,116.38,57.54,75.51,49.15,184.77,77.88,154.28,37.78,33.76,94.44,15.385,36.72,152.75,147.41,74.79,46.86,86.04
10/11/2013,44.27,70.4016,115.9,117.67,57.83,76.32,48.88,186.16,77.98,154.9,37.77,34.13,94.74,15.26,36.73,153.99,148.07,74.82,47.09,86.95
10/14/2013,44.07,70.8628,116.26,118.58,57.05,76.35,49.03,186.97,78.31,155.06,37.91,34.45,94.72,15.49,37.03,154.32,148.53,74.68,46.81,87.6
10/15/2013,43.48,71.2399,115.36,118.15,56.75,75.18,48.81,184.66,79.33,155.64,37.66,34.49,93.8,15.41,36.855,153.93,148.15,74.37,46.32,86.79
10/16/2013,43.77,71.5876,117.36,119.16,57.37,74.94,48.91,186.73,80.28,158.43,38,34.64,95.22,15.6,37.26,157.18,150.22,75.6,47.25,87.31
10/17/2013,44.63,72.0714,118.258,119.521,58.82,75.74,49.7,174.83,81.46,160.69,38.55,34.92,95.47,15.63,37.27,158.6,152.1,75.78,48.9,87.48
10/18/2013,44.82,72.6985,117.64,119.65,58.89,74.69,49.56,173.78,81.61,160.05,38.78,34.96,95.2,15.81,37.965,158.01,152.96,75.71,50.01,87.55
10/21/2013,44.64,74.4802,117.38,119.82,58.92,74.62,49.65,172.86,81.22,159.89,38.82,34.99,94.59,15.85,38.045,156.77,153.78,75.15,50.58,87.23
10/22/2013,45.24,74.2667,117.81,120.64,59.37,74.86,50.15,174.97,82.55,160.31,39.09,34.58,95.12,15.77,37.98,159.75,154.62,76.32,51.14,87.98
10/23/2013,46.52,74.9942,117.16,120.13,58.98,75.08,50.31,175.77,82.6,161.28,39.09,33.76,94.21,15.501,37.78,158.8,152.43,75.9,50.82,87.61
10/24/2013,46.72,75.9871,116.24,120.56,59.75,76.78,50.55,177.8,82.18,159.93,38.8,33.72,94.68,15.385,37.755,160.5,147.87,76.42,50.42,88.42
10/25/2013,47.28,75.1368,116.44,120.59,59.5,76.25,50.66,176.85,77.94,163.21,39.03,35.73,94.78,15.24,37.85,159.7,150.94,76.08,50.71,87.97
10/28/2013,47.3,75.6965,117.35,120.91,59.17,76.06,50.88,177.35,76.26,162.61,39.61,35.57,95.37,15.21,37.755,157.55,150.69,77.14,50.57,88.23
10/29/2013,47.27,73.8111,118.75,121.5,59.34,77.5,50.2,182.12,78.44,162.24,39.8,35.52,96.05,15.23,37.955,156.68,153.48,77.06,51.09,88.93
10/30/2013,47.1,74.9851,117.76,120.3,58.57,77.88,49.21,180.15,78.39,160.62,39.62,35.54,96.03,15.22,38.065,155.86,153.4,76.91,50.53,88.81
10/31/2013,46.84,74.6716,118,119.96,57.78,77.89,49.82,179.21,78.79,161,39.57,35.405,96.52,15.189,37.88,154.55,153.74,76.75,50.51,89.62
11/01/2013,47.04,74.2899,119.618,118.01,57.77,76.99,50.38,179.23,78.22,163.89,39.61,35.525,97.24,15.255,38.03,156.6,153.53,77.07,50.49,89.82
11/04/2013,47.19,75.2499,120.34,118.1,57.53,77,50.41,180.27,77.69,164,39.51,35.94,97.31,14.82,38.185,157.12,153.17,77.33,51.08,92.1
11/05/2013,46.57,75.0641,120.13,118.45,58.11,76.65,50.37,177.85,77.73,160.25,39.5,36.64,97.41,14.8,38.6,155.21,152.39,77.42,50.1,91.99
11/06/2013,46.74,74.4171,124.07,121.14,58.01,76.42,50.49,179.19,77.92,159.6,40.05,38.18,97.9,14.9,38.38,156.16,155.05,78.16,50.61,93.22
11/07/2013,46.25,73.2131,122.78,119.91,57.22,75.69,50.01,180,76.81,157.21,39.83,37.5,97.2,14.545,37.85,155.32,154.25,77.51,50.17,91.96
11/08/2013,46.25,74.3656,122.78,121.19,57.28,75.48,50.63,179.99,79.11,154.99,40.05,37.78,97.01,15.56,38.56,153.01,156.42,77.96,50.2,92.73
11/11/2013,47.1,74.1496,123.02,121.08,58.01,75.37,50.28,182.88,79.01,156.5,39.87,37.59,97.09,15.69,38.58,152.48,156.32,79.01,49.96,92.96
11/12/2013,47.37,74.2871,122.45,120,58.47,76.18,50.06,183.07,79.07,156.84,39.88,37.36,97.66,15.715,38.435,149.8,157.92,78.71,50.16,92.67
11/13/2013,47.32,74.3762,123.17,120.09,59.24,77.6,50.55,183.55,79.72,161.41,40.12,38.155,98.11,16.15,38.925,149.68,159.13,78.9,49.99,92.59
11/14/2013,47.59,75.4514,123.74,119.56,59.49,78.94,51.03,182.21,79.24,159.95,40.21,38.021,97.56,16.22,39.32,152.06,158.17,79.08,50.27,93.22
11/15/2013,47.84,74.9986,124.29,120.06,59.26,80.03,51.01,183.19,78.71,159.39,40.22,37.841,96.92,16.17,39.61,153.53,157.83,79.22,50.31,95.27
11/18/2013,48.32,74.0898,123.31,120.56,58.88,79.67,51.03,184.47,77.86,157.95,40.17,37.2,97.65,15.78,39.29,152.44,156.42,79.22,50.76,95.45
11/19/2013,48.01,74.2214,123.63,122.06,58.7,80.38,50.94,185.25,76.67,154.96,40.14,36.74,97.98,15.44,38.905,152.12,157.15,79.25,50.78,95.42
11/20/2013,47.51,73.5714,122.76,122,58.33,79.75,50.67,185.19,75.87,153.12,40.06,37.08,97.54,15.21,38.92,150.05,156.31,78.9,50.4,94.68
11/21/2013,47.63,74.4479,123.89,123.46,57.94,79.83,50.49,184.13,76.45,154.54,40.43,37.4,97.7,15.33,39.045,150.69,157.12,78.86,50.38,94.69
11/22/2013,47.7,74.2571,125.21,124.03,58.4,79.18,51.23,181.3,76.43,153.19,40.43,37.57,98.27,15.18,39.435,149.58,157.22,79.81,50.22,95.01
11/25/2013,47.55,74.8199,125.17,123.74,58.49,79.75,51.34,178.94,75.89,152.49,40.37,37.64,98.92,15.51,39.565,148.84,157.52,80.43,50.01,95.09
11/26/2013,47.44,76.1999,125.18,122.78,58.79,80.35,50.54,177.31,75.45,152.02,40.25,37.35,98.2,15.64,39.8,150.13,156.86,80.68,50.05,94.27
11/27/2013,47.07,77.9942,125.38,122.42,57.35,80.66,50.36,178.97,76.64,153.05,40.19,37.6,97.06,15.7,39.665,151.73,157.75,80.93,49.93,93.8
11/29/2013,47.06,79.4385,125.43,122.44,56.94,80.67,50.22,179.68,77.03,151.81,40.19,38.13,97.37,15.6,39.57,149.85,156.83,81.01,49.62,93.48
12/02/2013,46.63,78.7471,123.69,122.34,56.29,79.77,50.24,177.48,76.46,152.28,40.08,38.45,96.51,15.75,39.545,148.84,154.98,81.11,49.26,93.52
12/03/2013,46.87,80.9031,123.82,122.52,56.48,78.71,49.78,176.08,75.43,154.03,40.35,38.31,96.38,15.74,39.565,148.87,153.85,81.21,49.6,94.39
12/04/2013,46.86,80.7142,122.97,121.77,56.37,78.4,49.87,175.74,74.58,150.65,40.37,38.94,95.71,15.96,39.41,149.36,153.5,80.22,49.37,94.67
12/05/2013,46.48,81.1286,120.95,121.1,59.81,78.54,49.96,176.08,74.31,154.22,39.83,38,95.43,15.7,39.475,150.8,153.17,79.44,48.91,94.13
12/06/2013,47.1,80.0028,122.06,122.29,60.2,79.84,50.63,177.67,76.21,153.98,40.46,38.36,96.8,15.47,39.93,152.75,154.47,79.94,49.48,95.65
12/09/2013,46.72,80.9185,121.66,123.34,61.08,79.6,50.79,177.46,75.36,154.26,40.4,38.705,95.72,15.205,39.89,153.74,153.89,79.95,49.57,95.84
12/10/2013,46.16,80.7928,120.04,123.66,60.74,78.61,50.49,177.12,75.31,152.63,39.85,38.11,95.43,15.56,39.61,153.12,152.02,79.08,49.05,95.71
12/11/2013,45.78,80.1942,118.57,122.1,61.31,79,49.98,175.2,74.55,148.6,40.13,37.61,95.26,15.41,38.42,150.44,150.73,79.09,48.49,94.26
12/12/2013,45.89,80.0771,118.22,120.99,60.46,78.53,49.23,173.37,73.86,146.27,39.21,37.22,94.1,15.11,38.115,148.37,151.56,78.5,48.13,95.36
12/13/2013,45.8,79.2042,117.91,119.9,60.48,79.01,49.39,172.8,72.67,145.01,39.23,36.69,94.44,15.02,38.2,151.63,149.19,78.08,47.84,95.31
12/16/2013,45.97,79.6428,118,120.22,59.49,79.1,49.19,177.85,73.43,144.72,39.27,36.885,95.45,15.04,38.22,152.28,148.75,77.74,48.26,97.22
12/17/2013,45.82,79.2842,117.55,118.74,59.03,78.62,49.22,175.76,74.03,145.51,39.1,36.52,94.38,15.11,38.38,152.6,147.32,77.25,47.56,96.75
12/18/2013,46.51,78.6813,118.5,121.6,60.03,80.05,50.51,178.7,74.64,147.7,40.02,36.58,95.93,15.32,39.275,155.07,149.56,77.94,48.47,99.54
12/19/2013,46.38,77.7799,117.99,123.22,59.56,79.95,50.14,180.22,75.01,142.78,39.86,36.25,95.14,15.38,39.13,154,150.24,77.24,48.43,99.43
12/20/2013,46.72,78.4314,118.53,122.78,60.08,80.04,50.2,180.02,75.93,142.12,40.04,36.8,96.51,15.685,38.67,154.71,153.05,77.43,48.08,98.68
12/23/2013,46.41,81.4413,118.69,122.8,61.59,80.56,50.55,182.23,77.05,144.24,40.16,36.62,96.3,15.78,38.555,153.96,152.65,77.87,48.58,98.51
12/24/2013,46.59,81.0956,118.69,123.51,61.47,80.64,50.74,183.22,78.22,144.39,40.19,37.08,96.54,15.82,38.83,154.12,153.45,78.01,48.98,99.22
12/26/2013,46.42,80.5571,118.63,124.81,60.93,81.55,50.99,185.35,78.97,145.29,40.49,37.44,96.84,15.67,39.095,154.23,153.48,78.39,49.18,100.9
12/27/2013,46.5,80.0128,118.53,125.23,60.11,81.64,51.25,185.08,79.06,144.96,40.66,37.29,96.91,15.76,39.08,153.22,153.59,78.47,49.17,101.51
12/30/2013,46.64,79.2171,118.77,124.23,60.7,81.94,51.17,186.41,79.9,143.77,41.09,37.29,97.01,15.97,39.37,153.4,154.44,78.63,49.15,100.31
12/31/2013,46.74,80.1456,119.02,124.91,60.32,82.34,51,187.57,80.7,143.51,41.31,37.41,97.03,16.02,39.32,152.16,155.87,78.69,49.14,101.2
01/02/2014,46.13,79.0185,117.81,124.14,61.2,82.02,50.73,185.53,80.28,146.3,40.66,37.16,96.41,15.86,39.12,152.09,151.07,78.91,49,99.75
01/03/2014,46.11,77.2828,117.29,124.35,60.98,81.89,51.1,186.64,80.17,148.19,40.46,36.91,96.54,15.67,39.015,153.95,151.05,78.65,48.42,99.51
01/06/2014,46.08,77.7042,116.4,124.02,59.61,81.1,51.53,186,79.76,148.97,40.27,36.13,95.85,15.88,38.715,154.99,150.63,78.21,48.69,99.66
01/07/2014,46.38,77.1481,115.86,125.07,59.89,81.5,51.19,189.71,79.45,150.29,40.39,36.41,96.38,16.14,38.745,154.88,150.15,78.45,49.3,101.07
01/08/2014,46.1,77.6371,114.05,123.29,59.7,81.93,51.11,187.97,79.2,149.31,39.94,35.76,95.41,16.36,38.545,154.35,148.76,77.83,48.5,100.74
01/09/2014,46.28,76.6455,118.51,123.29,61.54,81.57,51.68,187.38,79.3,149.44,39.73,35.53,95.46,15.75,38.545,154.2,148.3,78.09,47.5,99.76
01/10/2014,47.2,76.1342,117.85,121.01,62.87,82.01,51.93,187.26,79.43,151.06,40.13,36.04,95.8,15.73,38.46,155.7,148.13,78.04,47.75,100.52
01/13/2014,46.67,76.5328,114.77,119.25,60.69,80.97,52.07,184.16,78.17,151.37,39.53,34.98,94.83,15.36,37.59,155.17,147.01,77.49,47.03,98.55
01/14/2014,46.51,78.0556,116.23,119.57,61.59,81.01,52.44,185.92,79.29,152.58,39.69,35.78,95.22,15.84,37.585,156.24,148.48,77.96,47.08,99.12
01/15/2014,46.45,79.6228,116.24,119.18,61.19,81.07,53.41,187.74,79.81,152.92,39.76,36.76,95.46,16.01,37.715,157.18,148.51,77.66,48.27,98.78
01/16/2014,46.58,79.1785,115.56,118.83,60.57,81.26,55.3,188.76,79.83,153.75,39.71,36.89,96.06,16.06,37.395,157.4,147.26,76.76,48.53,98.94
01/17/2014,46.77,77.2385,116.29,119.29,60.1,81,55.16,190.09,79.88,153.21,39.28,36.38,94.93,15.99,36.695,156.71,146.36,76.19,48.35,99.16
01/21/2014,47.34,78.4385,114.93,120.36,58.67,80.46,55.59,188.43,79.64,154.45,39.92,36.17,95.08,16.05,36.875,157.91,147.67,75.84,47.7,98.5
01/22/2014,47.52,78.7871,113.75,120.43,57.95,80.2,55.6,182.25,77.85,155.15,39.9,35.93,94.88,16.03,36.75,157.46,149.93,75.35,47.33,97.88
01/23/2014,47.63,79.4542,112.8,118.39,57.59,80.24,55.15,182.73,76.2,154.64,39.24,36.055,95.32,15.97,36.365,156.13,146.41,74.96,47.86,96.97
01/24/2014,46.77,78.0099,112.13,116.29,57.35,79.16,54.12,179.64,74.63,152.58,38.84,36.805,94.43,15.56,35.825,153.19,142.89,74.42,47.63,94.85
01/27/2014,47.18,78.6428,113.08,116.43,57.51,78.94,54.13,177.9,74.38,151.48,38.73,36.03,94.07,15.46,35.95,151.93,144.61,74.15,47.69,94.92
01/28/2014,47.51,72.3571,114.38,116.84,57.27,78.54,54.23,176.85,75.22,153.12,38.87,36.27,94.18,15.61,36.355,152.05,146.27,74.67,47.36,95.65
01/29/2014,47.59,71.5356,112.23,116,56.62,76.68,53.91,176.4,74.69,152.94,37.9,36.66,93.15,15.46,35.885,150.62,143.94,74.1,47.69,95.11
01/30/2014,48.24,71.3974,112.73,116.45,56.5,76.93,53.27,177.36,75.97,156.37,38.17,36.86,93.8,15.72,36.97,152.95,148.12,74.75,47.63,93.99
01/31/2014,48.81,71.5142,112.36,111.63,56.32,76.85,54.01,176.68,77.96,158.37,37.82,37.84,94.17,15.7,36.425,154.84,144.76,74.68,48.02,92.16
02/03/2014,48.31,71.6471,110.18,111.14,55.51,75.09,52.66,172.9,76.11,156.59,37.2,36.48,93.02,15.49,35.44,151.18,141,72.66,46.41,90.05
02/04/2014,48.5,72.6842,110.89,110.83,55.79,74.97,53.1,172.84,77,159.41,37.48,36.35,93.09,15.58,35.255,153.41,142.14,72.73,46.82,90.02
02/05/2014,47.95,73.2271,110.51,109.52,56.14,75.26,52.72,174.24,77.82,161.17,37.61,35.82,93.58,15.44,35.3,153.93,142.29,72.87,46.69,89.58
02/06/2014,47.6,73.2156,114.26,111.27,57.24,76.16,52.72,174.67,78.12,163.6,38.03,36.18,94.94,15.64,35.755,155.32,137.48,72.82,46.68,89.8
02/07/2014,48.03,74.2399,114.04,112.05,57.1,76.45,53.21,177.25,79.16,165.39,37.95,36.56,95.92,15.87,36.345,156.97,138.8,73.75,46.81,90.58
02/10/2014,48.25,75.5699,113.85,111.69,56.66,76.41,53.97,177.14,80.16,166.79,38.57,36.8,94.86,15.92,36.335,158.34,140.53,73.76,46.91,89.52
02/11/2014,48.64,76.5656,114.99,113.58,56.7,76.7,54.51,179.7,79.81,167.33,38.64,37.175,95.34,16.25,36.99,159.2,144.28,74.8,47.21,90.84
02/12/2014,48.98,76.5599,114.81,112.03,56.27,77.28,53.32,180.24,81.65,166.68,38.51,37.47,94.89,16.83,37.055,157.94,144.17,74.96,47.37,91.08
02/13/2014,49.7,77.7756,115.81,112.51,55.91,77.59,53.48,181.84,82.48,166.58,38.65,37.61,95.46,17.36,37.435,158.73,146.76,75.36,47.31,91.43
02/14/2014,50.11,77.7128,116.1,113.48,57.26,77.93,54.2,183.69,82.84,166.19,38.93,37.62,95.78,17.91,37.535,160.19,147.23,75.79,46.51,94.11
02/18/2014,50.39,77.9985,115.36,112.71,58.02,77.57,55.25,183.19,82.82,166.54,37.47,37.42,96.02,17.9,37.605,160.27,149.04,75.33,45.98,94.07
02/19/2014,50.15,76.7671,114.91,113.6,57.44,76.45,58.09,182.95,82.05,165.67,37.1,37.51,95.55,18.14,37.41,160.18,148.99,74.85,46.53,93.95
02/20/2014,50.34,75.8785,115.06,114.6,57.1,77.48,58.05,184.26,82.81,164.22,37.3,37.75,95.75,18.78,37.79,159.92,149.31,73.52,48.12,95.37
02/21/2014,50.56,75.0356,113.19,112.68,57.49,77.74,57.96,182.79,84.34,165.71,37.18,37.98,96.45,18.64,38.24,159.56,148.75,73.12,47.27,95.03
02/24/2014,50.07,75.3642,113.94,114.15,58.03,77.87,58.03,183.45,84.09,166.38,37.5,37.69,96.5,18.91,38.92,159.91,146.73,73.35,46.23,96.44
02/25/2014,50.06,74.5799,115.46,114.97,58.02,80.98,58.48,183.23,85.78,166.91,37.77,37.54,96.62,18.74,39.055,159.36,146.04,73.35,46.29,96.31
02/26/2014,50.27,73.9071,115.88,115.51,59.88,81.7,58.66,184.06,85.9,166.37,37.87,37.47,95.89,18.71,39.21,161.06,148.04,74.78,46.35,95.79
02/27/2014,49.8,75.3814,116.22,115.69,59.77,81.97,59.54,185.27,86.81,165.09,38.07,37.86,95.08,18.5,39.01,160.38,149.14,74.56,47.5,95.84
02/28/2014,50.2,75.1771,116.8,115.33,59.9,82.03,59.61,185.17,87.43,167.25,38.2,38.31,95.15,18.38,39.15,161.29,149.24,74.7,47.58,96.27
03/03/2014,49.72,75.3942,115.75,114.84,59.84,82,59.03,184.26,87.16,168.56,38.12,37.78,94.32,18.29,38.695,161.94,147.19,74.12,47.31,95.5
03/04/2014,50.05,75.8914,116.65,115.32,59.82,82.87,59.85,186.44,87.54,171.8,38.31,38.41,94.98,18.48,39.31,164.36,148.6,75.13,47.9,96.52
03/05/2014,49.68,76.0514,116.47,114.43,59.71,82.91,59.43,187.14,87.33,170.55,38.35,38.11,95.02,18.64,38.71,164.11,148.73,74.8,47.38,93.8
03/06/2014,49.25,75.8214,113.26,114.85,59.41,82.41,58.72,187.64,87.97,169.31,38.47,38.15,95.58,18.38,39.11,163.57,148.98,74.88,47.46,93.76
03/07/2014,49.33,75.7771,113.5,115.08,59.39,82.55,58.59,187.68,87.54,168.11,38.55,37.9,95.5,18.36,39.73,161.71,149.79,74.58,47.15,94.99
03/10/2014,49.21,75.8456,114.59,115.84,59.4,82.18,58.9,186.39,87.32,166.51,38.65,37.82,95.2,18.09,39.49,160.9,149.67,74.43,47.03,95.5
03/11/2014,48.7,76.5842,114.71,114.51,59.4,81.29,58.43,186.76,86.49,167.07,38.8,38.02,98.78,18.27,39.4,162.08,149.1,74.92,46.7,94.01
03/12/2014,49.5,76.6585,115.21,115.65,59.29,80.56,59.2,186.22,85.41,165.36,38.47,38.27,98.71,18.32,39.485,162.27,149.57,75.53,46.36,94.21
03/13/2014,49.91,75.8071,114.41,114.45,57.66,78.8,58.34,183.9,84.45,162.91,37.97,37.89,97.37,17.74,39.265,161.74,149.14,74.93,46.03,93.64
03/14/2014,50.11,74.9556,113.45,114.1,57.19,79.38,58.87,182.21,83.7,164.92,38.17,37.7,97.58,17.82,39.16,161.07,150.52,74.28,46.08,93.47
03/17/2014,50.29,75.2485,113.46,115.07,57.72,79.58,58.87,185.81,84.57,165.07,38.27,38.05,97.6,17.82,39.49,162.72,151.46,74.68,46.31,94.32
03/18/2014,50.16,75.9142,113.85,116.24,57.91,79.82,59.4,186.81,84.91,165.7,38.4,39.55,97.31,18.24,39.82,163.47,152.01,74.77,46.7,94.71
03/19/2014,48.94,75.8942,112.85,115.2,57.85,79.75,59.05,184.71,84.53,163.15,38.14,39.27,96.1,18.555,39.575,159.64,150.6,74.38,46.36,93.73
03/20/2014,48.75,75.5285,113.16,115.51,57.58,80.09,58.57,187.9,85.5,165.06,38.45,40.33,96.6,18.57,39.635,160.33,150.58,75.38,47.21,94.58
03/21/2014,48.89,76.1242,113.83,115.63,58.03,80.42,57.78,186.67,86.08,166.18,38.44,40.16,95.47,18.54,37.605,161.28,150.91,76.1,46.91,94.31
03/24/2014,48.76,77.0271,113.37,115.85,56.29,79.66,57.4,188.25,85.29,166.2,38.4,40.5,96.18,18.45,37.43,160.33,150.86,76.76,47.01,94.64
03/25/2014,49.37,77.8556,113.93,117.09,55.2,79.47,57.21,195.04,85.81,169.44,38.62,40.34,95.91,18.45,36.825,161.91,151.16,76.87,47.22,94.91
03/26/2014,49.32,77.1114,112.49,117.71,55.59,78.87,57.48,192.62,84.31,165.31,38.61,39.79,95.84,18.03,36.61,159.51,149.95,76.23,47.01,94.7
03/27/2014,49.8,76.7799,112.03,117.67,55.67,78.68,57.53,189.83,84.39,167.61,38.82,39.36,96.16,17.79,36.66,161.38,148.89,76.14,47.69,96.24
03/28/2014,50,76.6942,111.66,118.5,55.4,78.72,57.61,190.45,85.6,167.7,38.95,40.3,97.24,17.9,36.77,163.86,149.67,76.01,47.42,97.7
03/31/2014,50.66,76.6771,111.68,118.91,55.48,79.13,58.86,192.49,86.21,170.05,38.66,40.99,98.03,17.91,36.93,164,153.05,76.43,47.57,97.68
04/01/2014,50.4,77.3785,111.86,119,56.42,79.38,58.82,194.5,86.12,174,38.41,41.42,97.9,18.65,37.195,164.92,151.89,76.77,47.75,97.73
04/02/2014,50.41,77.5071,111.55,119.35,57.22,79.95,59.15,193.55,87.36,172.3,38.33,41.35,97.59,18.53,37.27,164.47,152.62,77.18,47.82,97.95
04/03/2014,50.57,76.9699,111.7,119.04,57.31,79.4,58.97,192.69,87.18,168.84,38.07,41.01,97.66,18.73,36.995,164.39,153.76,77.46,48.12,97.93
04/04/2014,50.78,75.9742,110.65,118.8,56.68,78.72,59.01,191.77,86.51,170.12,38.22,39.87,97.87,18.15,36.42,165.39,152.5,77.31,48.04,97.36
04/07/2014,50.69,74.7814,110.789,117.34,55.38,77.13,58.62,194.52,84.65,168.56,38.62,39.8,97.01,18.21,35.415,167.08,150.81,77.31,48.12,96.78
04/08/2014,51.41,74.7771,112.66,117.8,55.45,77.11,58.58,193.29,84.69,169.61,38.9,39.82,98.08,18.86,36.46,167.31,152.73,78.18,48.21,97.45
04/09/2014,51.54,75.7599,113.05,119.1,56.36,77.76,60.43,196.64,86.36,169.02,38.99,40.47,98.35,18.84,36.78,167.43,154.01,77.97,47.98,97.33
04/10/2014,50.99,74.7828,112.08,116.69,55.45,76.78,58.66,195.68,84.12,167.16,38.89,39.36,99.43,18.38,36.225,167.06,153.36,76.89,47.47,96.78
04/11/2014,50.9,74.2299,112.08,117.03,54.74,75.7,58.45,195.19,84.66,164.82,38.63,39.209,99.29,18.12,35.625,166.38,153.47,76.5,47.07,96.72
04/14/2014,51.28,74.5256,112.56,118.7,55.2,75.97,58.95,197.77,85.11,166.03,38.73,39.18,100.11,18.32,36.19,168.08,155.67,77.38,47.27,97.86
04/15/2014,52.32,73.9942,112.06,120.3,54.97,75.89,59.42,197.02,86.26,167.09,40.18,39.75,100.83,18.45,36.14,169.95,155.58,76.88,46.92,98.68
04/16/2014,52.5,74.1442,113.49,121.83,54.88,76.58,59.96,196.4,88.43,168.33,40.59,40.4,100.83,18.49,36.55,171.59,157.13,77.22,47.1,99.94
04/17/2014,51.73,74.9914,113.5,123.68,55.43,77.09,60.43,190.01,88.58,167.89,40.72,40.01,100.25,18.56,37.015,169.86,158.41,77.66,47.6,100.42
04/21/2014,51.65,75.8814,114.1,124.24,55.09,77.96,60.86,192.27,87.65,169.62,40.75,39.94,99.67,18.71,36.95,170.64,158.43,77.6,47.98,100.93
04/22/2014,51.67,75.9569,113.56,124,55.09,79.67,60.03,192.15,88.56,170.39,40.71,39.99,99.32,18.87,37.175,170.64,158.36,77.56,47.92,100.37
04/23/2014,51.9,74.9642,114.79,124.69,55.33,78.52,59.56,191.73,88.58,168.79,40.73,39.69,99.13,19.09,37.05,170.76,161.31,78.04,47.43,100.5
04/24/2014,52.33,81.1099,115.03,124.3,55.31,79.77,58.68,190.22,87.31,170.67,40.7,39.86,99.84,19.26,36.695,171.13,157.49,78.31,46.28,100.01
04/25/2014,53.38,81.7056,115.01,123.99,56.33,79.38,58.5,189.63,84.36,169.92,41.01,39.91,100.73,18.73,36.35,170.56,158.17,78.62,45.94,100.41
04/28/2014,54.44,84.8699,115.59,125.73,56.26,80.17,58.97,193.14,84.84,172.89,41.03,40.87,100.31,18.65,35.835,171.34,156.7,79.76,46.6,101.17
04/29/2014,53.88,84.6185,115.4,125.97,56.02,79.52,59.62,195.11,86.19,172.56,40.57,40.51,101.5,18.69,36.24,172.22,158.58,79.67,46.77,101.45
04/30/2014,53.81,84.2985,115.68,125.52,56.44,79.51,59.1,196.47,87.17,173.26,40.79,40.4,101.38,18.47,36.475,173.2,158.03,79.71,46.73,102.41
05/01/2014,53.87,84.4971,115.56,124.94,56.65,79.33,59.52,193.53,85.98,174.69,40.78,40,100.96,18.57,36.46,173.65,160.1,79.7,47.22,101.41
05/02/2014,52.83,84.6542,115.15,124.72,57,79.4,59.08,191.44,85.84,175.85,40.95,39.69,101.43,18.43,36.495,173.07,159.31,79.12,47.12,102.01
05/05/2014,53.36,85.8513,114.49,125.36,56.89,78.69,58.88,191.26,85.9,177.31,40.76,39.43,101.14,18.63,36.645,174.05,158.9,78.62,47.39,102.91
05/06/2014,52.85,84.9156,112.83,124.97,56.92,77.42,58.56,190.03,85.42,176.48,40.49,39.06,100.95,18.25,36.125,173.4,158.8,78.01,47.47,102.67
05/07/2014,53.5,84.6185,111.98,126.23,56.76,77.08,59.15,189.3,86.41,179.61,40.91,39.425,101.96,18.275,36.09,175.73,160.22,77.96,48.1,103.11
05/08/2014,53.06,83.9985,114.73,125.09,56.72,77.05,59.5,188.91,85.32,180.02,40.73,39.64,101.95,18.5,36.525,176.05,159.83,78.69,48.49,102.32
05/09/2014,52.32,83.6488,115.39,125.03,56.74,77.71,59.36,190.08,85.82,180.34,40.87,39.54,102.93,18.05,36.725,175.65,158.36,79.2,48.48,101.95
05/12/2014,51.76,84.6899,116.51,125.24,57.01,78.27,59.42,192.57,86.32,180.64,40.82,39.97,102.86,18.58,37.315,176.05,158.57,79.15,48.16,102.23
05/13/2014,52.23,84.8228,116.29,125.85,56.4,77.27,60.04,192.19,85.6,179.27,41.11,40.42,103.53,18.28,37.295,174.59,158.55,79.14,47.85,102.36
